article_id,article_desc
Article 235 Indian Constitution,control subordinate court control district court court subordinate thereto include post promotion of  grant leave to  person belong judicial service State hold post inferior post district judge shall vest High Court  nothing article shall construe take away person right appeal may law regulating condition service authorise High Court deal otherwise accordance condition service prescribe law
Article 236 Indian Constitution,Interpretation Chapter ( a ) expression district judge include judge city civil court  additional district judge  joint district judge  assistant district judge  chief judge small cause court  chief presidency magistrate  additional chief presidency magistrate  session judge  additional session judge assistant session judge  ( b ) expression judicial service mean service consist exclusively person intend fill post district judge civil judicial post inferior post district judge
Article 237 Indian Constitution,application provision chapter certain class class magistrate Governor may public notification direct foregoing provision chapter rule make thereunder shall effect date may fix behalf apply relation class class magistrate State apply relation person appoint judicial service state subject exception modification may specify notification
Article 238 Indian Constitution,omit Constitution 7 th Amendment Act  1956 PART VIII UNION territory
Article 239 Indian Constitution,Administration Union territory ( 1 ) save otherwise provide Parliament law  every Union territory shall administer President act  extent think fit  administrator appoint designation may specify ( 2 ) notwithstanding anything contain Part VI  President may appoint Governor State administrator adjoin Union territory  Governor appoint  shall exercise function administrator independently Council minister
Article 239A Indian Constitution,creation local Legislatures Council Ministers certain Union territory ( 1 ) Parliament may law create Union territory Pondicherry ( a ) body  whether elect partly nominate partly elect  function Legislature Union territory  ( b ) Council Ministers  constitution  power function  case  may specify law ( 2 ) law refer clause ( 1 ) shall deem amendment Constitution purpose Article 368 notwithstanding contain provision amend effect amend Constitution
Article 239B Indian Constitution,power administrator promulgate ordinance recess Legislature ( 1 ) time  except Legislature Union territory Pondicherry session  administrator thereof satisfy circumstance exist render necessary take immediate action  may promulgate ordinance circumstance appear require  provide Ordinance shall promulgate administrator except obtain instruction President behalf  provide whenever say legislature dissolve  function President shall deem Act Legislature Union territory duly enact comply provision behalf contain law refer clause ( 1 ) Article 239A  administrator shall promulgate Ordinance period dissolution suspension ( 2 ) Ordinance promulgate article pursuance instruction President shall deem Act Legislature Union territory duly enact comply provision behalf contain law refer clause ( 1 ) Article 239A  every Ordinance ( a ) shall lay Legislature Union territory shall cease operate expiration six week reassembly legislature if  expiration period  resolution disapprove pass Legislature  upon pass resolution  ( b ) may withdraw time administrator obtain instruction President behalf ( 3 ) far Ordinance article make provision would valid enact Act Legislature Union territory make comply provision behalf contain law refer clause ( 1 ) Article 239A  shall void
Article 240 Indian Constitution,power President make regulation certain Union territory ( 1 ) President may make regulation peace  progress good government Union territory ( a ) Andaman Nicobar Islands  ( b ) Lakshadweep  ( c ) Dadra Nagar Haveli  ( d ) Daman Diu  ( e ) pondicherry  provide body create Article 239A function Legislature Union territory Pondicherry  President shall make regulation peace  progress good government Union territory effect date appoint first meeting Legislature  provide whenever body function Legislature Union territory Pondicherry dissolve  function body Legislature remains suspend account action take law refer clause ( 1 ) Article 239A  President may  period dissolution suspension  make regulation peace  progress good government Union territory ( 2 ) regulation make may repeal amend Act make Parliament law time applicable Union territory and  promulgate President  shall force effect Act Parliament apply territory
Article 241 Indian Constitution,High Courts Union territory ( 1 ) Parliament may law constitute High Court Union territory declare court territory High Court purpose Constitution ( 2 ) provision chapter V Part VI shall apply relation every High Court refer clause ( 1 ) apply relation High Court refer Article 214 subject modification exception Parliament may law provide ( 3 ) subject provision Constitution provision law appropriate Legislature make virtue power confer Legislature Constitution  every High Court exercise jurisdiction immediately commencement Constitution ( Seventh Amendment ) Act  1956  relation Union territory shall continue exercise jurisdiction relation territory commencement ( 4 ) nothing article derogate power parliament extend exclude jurisdiction High Court State to  from  Union territory part thereof
Article 242 Indian Constitution,Coorg Rep Constitution ( Seventh Amendment ) Act  1956  section 29 Schedule PART IX panchayat
Article 243 Indian Constitution,definition Part  unless context otherwise require  ( a ) district mean district State  ( b ) Gram Sabha mean body consist person register electoral roll relate village comprise within area Panchayat village level  ( c ) intermediate level mean level village district level specify Governor State public notification intermediate level purpose Part  ( d ) Panchayat mean institution ( by whatever name call ) self government constitute article 243B  rural area  ( e ) Panchayat area mean territorial area Panchayat  ( f ) population mean population ascertain last precede census relevant figure publish  ( g ) village mean village specify Governor public notification village purpose Part include group village specify
Article 243A Indian Constitution,Gram Sabha Gram Sabha may exercise power perform function village level Legislature State may law  provide
Article 243B Indian Constitution,Constitution Panchayats ( 1 ) shall constitute every state  Panchayats village  intermediate district level accordance provision Part ( 2 ) notwithstanding anything clause ( 1 )  panchayat intermediate level may constitute State population exceed twenty lakh
Article 243C Indian Constitution,Composition Panchayats ( 1 ) subject provision Part  Legislature State may  law  make provision respect composition Panchayts  provide ratio population territorial area Panchayat level number seat Panchayat fill election shall  far practicable  throughout State  ( 2 ) seat Panchayat shall fill person choose direct election territorial constituency Panchayat area and  purpose  Panchayat area shall divide territorial constituency manner ratio population constituency number seat allot shall  far practicable  throughout Panchayat area ( 3 ) Legislature State may  law  provide representation ( a ) Chairpersons Panchayats village level  panchayat intermediate level or  case State Panchayats intermediate level  Panchayats district level  ( b ) Chairpersons Panchayats intermediate level  Panchayats district level  ( c ) member House People member Legislative Assembly State represent constituency comprise wholly partly Panchayat area level village level  Panchayat  ( d ) member Council States member Legislative Council State  register elector within ( i ) Panchayat area intermediate level  Panchayat intermediate level  ( ii ) Panchayat area district level  Panchayat district level ( 4 ) Chairperson Panchayat member Panchayat whether choose direct election territorial constituency Panchayat area shall right vote meeting panchayat ( 5 ) Chairperson ( a ) Panchayat village level shall elect manner Legislature State may  law  provide  ( b ) panchayat intermediate level district level  shall elect by  amongst  elect member thereof
Article 243D Indian Constitution,reservation seat ( 1 ) seat shall reserve ( a ) schedule Castes  ( b ) schedule Tribes  every Panchayat number seat reserve shall bear  nearly may be  proportion the  total number seat fill direct election panchayat population schedule Castes Panchayat area schedule Tribes Panchayat area bear total population area seat may allot rotation different constituency Panchayat ( 2 ) less one third total number seat reserve clause ( 1 ) shall reserve woman belong  schedule Castes or  case may be  schedule Tribes ( 3 ) less one third ( include number seat reserve woman belong schedule Castes schedule Tribes ) total number seat fill direct election every Panchayat shall reserve woman seat may allot rotation different constituency Panchayat ( 4 ) office Chairpersons Panchayats village level shall reserve scheduled Castes schedule Tribes woman manner Legislature State may  law  provide  provide number office Chairpersons reserve schedule Castes schedule Tribes Panchayats level State shall bear  nearly may be  proportion total number office panchayat level population schedule Castes State Scheduled Tribes State bear total population state  provide less one third total number office Chairpersons Panchayats level shall reserve woman  provide also number office reserve clause shall allot rotation different Panchayats level ( 5 ) reservation seat clause ( 1 ) ( 2 ) reservation office Chairpersons ( other reservation woman ) clause ( 4 ) shall cease effect expiration period specify article 334 ( 6 ) nothing Part shall prevent Legislature State make provision reservation seat Panchayat office Chairpersons Panchayats level favour backward class citizen
Article 243E Indian Constitution,Duration Panchayats  etc ( 1 ) every Panchayat  unless soon dissolve law time force  shall continue five year date appoint first meeting long ( 2 ) amendment law time force shall effect cause dissolution Panchayat level  function immediately amendment  till expiration duration specify clause ( 1 ) ( 3 ) election constitute Panchayat shall complete ( a ) expiry duration specify clause ( 1 )  ( b ) expiration period six month date dissolution  provide remainder period dissolve Panchayat would continue less six month  shall necessary hold election clause constitute Panchayat ( 4 ) panchayat constitute upon dissolution Panchayat expiration duration shall continue remainder period dissolve Panchayat would continue clause ( 1 ) dissolve
Article 243F Indian Constitution,disqualification membership ( 1 ) person shall disqualify choose as  be  member Panchayat ( a ) disqualify law time force purpose election Legislature State concern  provide person shall disqualify ground less twenty five year age  attain age twenty one year  ( b ) disqualify law make Legislature State ( 2 ) question arise whether member Panchayat become subject disqualification mention clause ( 1 )  question shall refer decision authority manner Legislature State may  law  provide
Article 243G Indian Constitution,power  authority responsibility Panchayats Subject provision Constitution Legislature State may  law  endow Panchayats power authority may necessary enable function institution self government law may contain provision devolution power responsibility upon Panchayats  appropriate level  subject condition may specify therein  respect ( a ) preparation plan economic development social justice  ( b ) implementation scheme economic development social justice may entrust include relation matter list Eleventh Schedule
Article 243H Indian Constitution,power impose taxis by  fund of  Panchayats Legislature State may  law  ( a ) authorise Panchayat levy  collect appropriate taxis  duty  toll fee accordance procedure subject limit  ( b ) assign Panchayat taxis  duty  toll fee levy collect State Government purpose subject condition limit  ( c ) provide make grant aid Panchayats Consolidated Fund State  ( d ) provide constitution Funds credit money receive  respectively  behalf Panchayats also withdrawal money therefrom  may specify law
Article 243I Indian Constitution,constitution finance Commissions review financial position ( 1 ) Governor State shall  soon may within one year commencement Constitution ( seventy third Amendment ) Act  1992  thereafter expiration every fifth year  constitute Finance Commission review financial position panchayat make recommendation Governor ( a ) principle govern ( i ) distribution State Panchayats net proceed taxis  duty  toll fee leviable State  may divide Part allocation Panchayats level respective share proceed  ( ii ) determination taxis  duty  toll fee may assign to  appropriate by  panchayat  ( iii ) grant aid Panchayats Consolidated Fund State  ( b ) measure need improve financial position panchayat  ( c ) matter refer Finance Commission Governor interest sound finance panchayat ( 2 ) Legislature State may  law  provide composition Commission  qualification shall requisite appointment member thereof manner shall select ( 3 ) Commission shall determine procedure shall power performance function Legislature State may  law  confer they  ( 4 ) Governor shall cause every recommendation make Commission article together explanatory memorandum action take thereon lay Legislature State
Article 243J Indian Constitution,Audit account Panchayats Legislature State may  law  make provision respect maintenance account panchayat auditing account
Article 243K Indian Constitution,election panchayat superintendence  direction control preparation electoral roll for  conduct of  election panchayat shall vest State Election Commission consist State Election Commissioner appoint Governor ( 2 ) subject provision law make Legislature State condition service tenure office State Election Commissioner shall Governor may rule determine  provide State Election Commissioner shall remove office except like manner like ground Judge High Court condition service State Election Commissioner shall varied disadvantage appointment ( 3 ) Governor State shall  request State Election Commission  make available State Election Commission staff may necessary discharge function confer State Election Commission clause ( 1 ) ( 4 ) subject provision Constitution  Legislature State may  law  make provision respect matter relate to  connection with  election panchayat
Article 243L Indian Constitution,Application Union territory provision part shall apply Union territory shall  application Union territory  effect reference Governor State reference Administrator Union territory appoint 239 reference Legislature Legislative Assembly State reference  relation Union territory Legislative Assembly  Legislative Assembly  provide President may  public notification  direct provision part shall apply Union territory part thereof subject exception modification may specify notification
Article 243M Indian Constitution,part apply certain area ( 1 ) nothing Part shall apply schedule Areas refer clause ( 1 )  tribal area refer clause ( 2 )  article 244 ( 2 ) nothing Part shall apply ( a ) States Nagaland  Meghalaya Mizoram  ( b ) Hill area State Manipur District Councils exist law time force ( 3 ) Nothing Part ( a ) relate Panchayats district level shall apply Hill area District Darjeeling State West Bengal Darjeeling Gorkha Hill Council exist law time force  ( b ) shall construe affect function power darjeele Gorkha Hill Council constitute law ( 4 ) notwithstanding anything Constitution ( a ) Legislature State refer sub clause ( a ) clause ( 2 ) may  law  extend Part State  except area  any  refer clause ( 1 )  Legislative Assembly State pass resolution effect majority total membership House majority less two third member house present voting  ( b ) Parliament may  law  extend provision Part schedule Areas tribal area refer clause ( 1 ) subject exception modification may specify law  law shall deem amendment Constitution purpose Article 368
Article 243N Indian Constitution,continuance exist law panchayat notwithstanding anything part  provision law relate Panchayats force State immediately commencement Constitution ( seventy third Amendment ) Act  1992  inconsistent provision part  shall continue force amend repeal competent Legislature competent authority expiration one year commencement whichever early  provide panchayat exist immediately commencement shall continue till expiration duration  unless soon dissolve resolution pass effect Legislative Assembly State or  case State Legislative Council  house Legislature State
Article 243O Indian Constitution,bar interference court electoral matter notwithstanding anything Constitution ( a ) validity law relate delimitation constituency allotment seat constituency make purport make article 243 K  shall call question court  ( b ) election Panchayat shall call question except election petition present authority manner provide Law make legislature state PART ix municipality
Article 243P Indian Constitution,definition Part  unless context otherwise require  ( a ) Committee mean Committee constitute article 243s  ( b ) district mean district State  ( c ) Metropolitan area mean area population ten lakh more  comprise one district consist two Municipalities Panchayats contiguous area  specify Governor public notification Metropolitan area purpose Part  ( d ) municipal area mean territorial area Municipality notify Governor  ( e ) municipality mean institution self government constitute Article 243Q  ( f ) Panchayat mean Panchayat constitute Article 243b  ( g ) population mean population ascertain last precede census relevant figure publish
Article 243Q Indian Constitution,Constitution Municipalities ( 1 ) shall constitute every state  ( a ) Nagar Panchayat ( by whatever name call ) transitional area  say  area transition rural area urban area ( b ) Municipal Council small urban area  ( c ) Municipal Corporation large urban area  accordance provision part  provide Municipality clause may constitute urban area part thereof Governor may  regard size tile area municipal service provide propose provide industrial establishment area factor may deem fit  public notification  specify industrial township ( 2 ) article  transitional area  small urban area large urban area mean area Governor may  regard population area  density population therein  revenue generate local administration  percentage employment non agricultural activity  economic importance factor may deem fit  specify public notification purpose part
Article 243R Indian Constitution,Composition Municipalities ( 1 ) Save provide clause ( 2 )  seat Municipality shall fill person choose direct election territorial constituency Municipal area purpose municipal area shall divide territorial constituency know ward ( 2 ) Legislature State may  law  provide ( a ) representation Municipality ( i ) person special knowledge experience Municipal administration  ( ii ) member House People member Legislative Assembly State represent constituency comprise wholly partly municipal area  ( iii ) member Council States member Legislative Council State register elector within tile municipal area  ( iv ) Chairpersons Committees constitute clause ( 5 ) article 243s  provide person refer paragraph ( i ) shall right vote meeting Municipality  ( b ) manner election Chairperson Municipality
Article 243S Indian Constitution,constitution composition ward Committees  etc ( 1 ) shall constitute Wards Committees  consist one ward  within territorial area Municipality population three lakh ( 2 ) Legislature State may  law  make provision respect ( a ) composition territorial area Wards Committee  ( b ) manner seat Wards Committee shall fill ( 3 ) member Municipality represent ward within territorial area Wards Committee shall member Committee ( 4 ) Wards Committee consist ( a ) one ward  member represent ward Municipality  ( b ) two ward  one member represent ward Municipality elect member Wards Committee  shall Chairperson Committee ( 5 ) nothing article shall deem prevent Legislature State making provision Constitution Committees addition Wards Committees
Article 243T Indian Constitution,reservation seat ( 1 ) seat shall reserve scheduled Castes schedule Tribes every municipality number seat reserve shall bear  nearly may be  proportion total number seat fill direct election municipality population Scheduled Castes Municipal area schedule Tribes Municipal area bear total population area seat may allot rotation different constituency Municipality ( 2 ) less one third total number seat reserve clause ( 1 ) shall reserve woman belong schedule Castes or  case may be  schedule Tribes ( 3 ) less one third ( include number seat reserve woman belong schedule Castes schedule Tribes ) total number seat fill direct election every municipality shall reserve woman seat may allot rotation different constituency Municipality ( 4 ) office Chairpersons Municipalities shall reserve scheduled Castes  schedule Tribes woman manner Legislature State may  law  provide ( 5 ) reservation seat clause ( 1 ) ( 2 ) reservation office Chairpersons ( other reservation woman ) clause ( 4 ) shall cease effect expiration period specify article 334 ( 6 ) nothing Part shall prevent Legislature State make provision reservation seat Municipality office Chairpersons Municipalities favour backward class citizen
Article 243U Indian Constitution,Duration Municipalities  etc ( 1 ) every municipality  unless soon dissolve law time force  shall continue five year date appoint first meeting long  provide municipality shall give reasonable opportunity hear dissolution ( 2 ) amendment law time force shall effect cause dissolution municipality level  function immediately amendment  till expiration duration specify clause ( 1 ) ( 3 ) election Constitute Municipality shall complete  ( a ) expiry duration specify clause ( 1 )  ( b ) expiration period six month date dissolution  provide remainder period dissolve Municipality would continue less six month  shall necessary hold election clause constitute Municipality period ( 4 ) municipality constitute upon dissolution Municipality expiration duration shall continue remainder period dissolve Municipality would leave continue under  clause ( 1 ) dissolve
Article 243V Indian Constitution,disqualification membership ( 1 ) person shall disqualify choose as  member Municipality ( a ) disqualify law time force purpose election Legislature State concern  provide person shall disqualify ground less twenty five year age  attain age  twenty one year  ( b ) disqualify law make Legislature State ( 2 ) question arise whether member Municipality become subject disqualification mention clause ( 1 )  question shall refer decision authority manner Legislature State may  law  provide
Article 243W Indian Constitution,power  authority responsibility municipality  etc subject provision Constitution  Legislature State may  law  endow ( a ) Municipalities power authority may necessary enable function institution self government law may contain provision devolution power responsibility upon municipality  subject condition may specify therein  respect ( i ) preparation plan economic development social justice  ( ii ) performance function implementation scheme may entrust include relation matter list twelfth Schedule  ( b ) Committees power authority may necessary enable carry responsibility confer upon include relation matter list Twelfth Schedule
Article 243X Indian Constitution,power impose taxis by  fund  of  Municipalities Legislature State may  law ( a ) authorise Municipality levy  collect appropriate taxis  duty  toll fee accordance procedure subject limit  ( b ) assign municipality taxis  duty  toll fee levy collect State Government purpose subject condition limit  ( c ) provide making  grant aid Municipalities Consolidated Fund State  ( d ) provide constitution Funds credit money receive respectively  behalf Municipalities also withdrawal money therefrom  may specify law
Article 243Y Indian Constitution,Finance Commission ( 1 ) Finance Commission constitute article 243 shall also review financial position municipality make recommendation Governor ( a ) principle govern ( i ) distribution State Municipalities net proceed taxis  duty  toll fee leviable State  may divide Part allocation Municipalities level respective share proceed  ( ii ) determination taxis  duty  toll fee may assign to  appropriate by  Municipalities  ( iii ) grant aid Municipalities Consolidated Fund State  ( b ) measure need improve financial position municipality  ( c ) matter refer Finance Commission Governor interest sound finance municipality ( 2 ) Governor shall cause every recommendation make Commission article together explanatory memorandum action take thereon lay Legislature State
Article 243Z Indian Constitution,Audit account Municipalities Legislature State may  law  make provision respect maintenance account municipality auditing account
Article 243ZA Indian Constitution,election Municipalities ( 1 ) superintendence  direction control preparation electoral roll for  conduct of  election municipality shall vest State Election Commission refer article 243 K ( 2 ) subject provision Constitution  Legislature State may  law  make provision respect matter relate to  connection with  election municipality
Article 243ZB Indian Constitution,Application Union territorie Provisions Part shall apply Union territory shall  application Union territory  effect reference Governor State reference Administrator Union territory appoint article 239 reference Legislature Legislative Assembly State reference relation Union territory Legislative Assembly  Legislative Assembly  provide President may  public notification  direct provision part shall apply Union territory part thereof subject exception modification may specify notification
Article 243ZC Indian Constitution,part apply certain area ( 1 ) nothing Part shall apply schedule Areas refer clause ( 1 )  tribal area refer clause ( 2 )  article 244 ( 2 ) nothing part shall construe affect function power darjeele Gorkha Hill Council constitute law time force hill area district Darjeeling State West Bengal ( 3 ) notwithstanding anything Constitution  Parliament may  law  extend provision Part schedule Areas Tribal Areas refer clause ( 1 ) subject exception modification may specify law  law shall deem amendment Constitution purpose article 368
Article 243ZD Indian Constitution,Committee district planning ( 1 ) shall constitute every State district level District Planning Committee consolidate plan prepare Panchayats Municipalities district prepare draft development plan district whole ( 2 ) Legislative State may  law  make provision respect ( a ) composition District Planning Committees  ( b ) manner seat Committees shall fill  provide less four fifth total number member Committee shall elect by  amongst  elect member Panchayat district level Municipalities district proportion ratio population rural area urban area district  ( c ) function relate district planning may assign Committees  ( d ) manner Chairpersons Committees choose ( 3 ) every District Planning Committee shall  prepare draft development plan  ( a ) regard ( i ) matter common interest Panchayats Municipalities include spatial planning  share water physical natural resource  integrate development infrastructure environmental conservation  ( ii ) extent type available resource whether financial otherwise  ( b ) consult institution organization Governor may  order  specify ( 4 ) Chairperson every District Planning Committee shall forward development plan  recommend Committee  Government State
Article 243ZE Indian Constitution,Committee Metropolitan Planning ( 1 ) shall constitute every Metropolitan  area Metropolitan Planning Committee prepare draft development plan Metropolitan area whole ( 2 ) Legislature State may  law  make respect ( a ) composition Metropolitan Planning Committees  ( b ) manner seat Committees shall fill  provide less two third member Committee shall elect by  amongst  elect member Municipalities Chairpersons Panchayats the  Metropolitan area proportion ratio population Municipalities Panchayats area  ( c ) representation  Committees Government India Government State organisation institution may deem necessary carrying function assign Committees  ( d ) function relate planning coordination Metropolitan area may assign Committees  ( e ) manner Chairpersons Committees shall choose ( 3 ) every Metropolitan Planning Committee shall  prepare draft development plan  ( a ) regard ( i ) plan prepare Municipalities Panchayats Metropolitan area  ( ii ) matter common interest municipality Panchayats  include co ordinate spatial planning area  share water physical natural resource  integrate development infrastructure environmental conservation  ( iii ) overall objective priority set Government India Government State  ( iv ) extent nature investment likely make Metropolitan area agency Government India Government State available resource whether financial otherwise  ( b ) consult institution organisation Governor may  order  specify ( 4 ) Chairperson every Metropolitan Planning Committee shall forward development plan  recommend Committee  Government State
Article 243ZF Indian Constitution,continuance exist law municipality notwithstanding anything part  provision law relate Municipalities force State immediately commencement Constitution ( seventy fourth Amendment ) Act  1992  inconsistent provision part  shall continue force amend repeal competent Legislature competent authority expiration one year commencement  whichever early  provide municipality exist immediately commencement shall continue till expiration duration  unless soon dissolve resolution pass effect Legislative Assembly State or  case State Legislative Council  House Legislature State
Article 243ZG Indian Constitution,bar interference court electoral matter notwithstanding anything Constitution  ( a ) validity law relate delimitation constituency allotment seat constituency  make purport make article 243z shall call question court  ( b ) election municipality shall call question expect election petition present authority manner provide law make Legislature State PART x schedule TRIBAL area
Article 244 Indian Constitution,Administration Scheduled Areas Tribal Areas ( 1 ) provision Fifth Schedule shall apply administration control Scheduled Areas schedule Tribes State States Assam Meghalaya  Tripura Mizoram
Article 244A Indian Constitution,formation autonomous State comprise certain tribal area assam creation local Legislature Council Ministers therefor ( 1 ) notwithstanding anything Constitution  Parliament may  law  form within State Assam autonomous State comprising ( whether wholly part ) tribal area specify Part table append paragraph 20 sixth schedule create therefor ( a ) body  whether elect partly nominate partly elect  function Legislature autonomous state  ( b ) Council Ministers  constitution  power function  case  may specify law ( 2 ) law refer clause ( 1 ) may  particular  ( a ) specify matter enumerate State List Concurrent List respect legislature autonomous State shall power make law whole part thereof  whether exclusion Legislature State Assam otherwise  ( b ) define matter respect executive power autonomous State shall extend  ( c ) provide tax levy State Assam shall assign autonomous State far proceed thereof attributable autonomous state  ( d ) provide reference state article Constitution shall construe include reference autonomous State  ( e ) make supplemental  incidental consequential provision may deem necessary ( 3 ) amendment law aforesaid far amendment relate matter specify sub clause ( a ) sub clause ( b ) clause ( 2 ) shall effect unless amendment pass House Parliament less two third member present voting ( 4 ) law refer article shall deem amendment Constitution purpose Article 368 notwithstanding contain provision amend effect amend Constitution PART XI relation UNION state CHAPTER legislative relation Distribution Legislative Powers
Article 245 Indian Constitution,extent law make Parliament Legislatures States ( 1 ) subject provision Constitution  Parliament may make law whole part territory India  Legislature State may make law whole part state ( 2 ) law make Parliament shall deem invalid ground would extra territorial operation
Article 246 Indian Constitution,subject matter law make Parliament Legislatures States ( 1 ) notwithstanding anything clause ( 2 ) ( 3 )  Parliament exclusive power make law respect matter enumerate list seventh Schedule ( in Constitution refer Union List ) ( 2 ) notwithstanding anything clause ( 3 )  Parliament  and  subject clause ( 1 )  Legislature State also  power make law respect matter enumerate List III seventh Schedule ( in Constitution refer Concurrent List ) ( 4 ) Parliament power make law respect matter part territory India include ( in State ) notwithstanding matter matter enumerate State list
Article 247 Indian Constitution,Power Parliament provide establishment certain additional court notwithstanding anything chapter  Parliament may law provide establishment additional court well administration law make Parliament exist law respect matter enumerate Union List
Article 248 Indian Constitution,residuary power legislation ( 1 ) Parliament exclusive power make law respect matter enumerate Concurrent List State List ( 2 ) power shall include power make law impose tax mention either list
Article 249 Indian Constitution,Power Parliament legislate respect matter State List national interest ( 1 ) notwithstanding anything forego provision chapter  Council States declare resolution support less two third member present voting necessary expedient national interest Parliament make law respect matter enumerate State List specify resolution  shall lawful Parliament make law whole part territory India respect matter resolution remain force ( 2 ) resolution pass clause ( 1 ) shall remain force period exceed one year may specify therein  provide that  often resolution approve continuance force resolution pass manner provide clause ( 1 )  resolution shall continue force period one year date clause would otherwise cease force ( 3 ) law make Parliament Parliament would pass resolution clause ( 1 ) competent make shall  extent incompetency  cease effect expiration period six month resolution cease force  except respect thing done omit do expiration say period
Article 250 Indian Constitution,Power Parliament legislate respect matter State List Proclamation Emergency operation ( 1 ) notwithstanding anything chapter  Parliament shall  Proclamation Emergency operation  have  power make law whole part territory India respect matter enumerate State List ( 2 ) law make Parliament Parliament would issue Proclamation Emergency competent make shall  extent incompetency  cease effect expiration period six month Proclamation cease operate  except respect thing done omit do expiration say period
Article 251 Indian Constitution,inconsistency law make Parliament Articles 249 250 law make Legislatures state Nothing Articles 249 250 shall restrict power Legislature State make law Constitution power make  provision law make legislature state repugnant provision law make Parliament Parliament either say article power make  law make Parliament  whether pass law make legislature state  shall prevail  law make Legislature State shall extent repugnancy  long law make Parliament continue effect  inoperative
Article 252 Indian Constitution,Power Parliament legislate two state consent adoption legislation state ( 1 ) appear Legislatures two States desirable matter respect Parliament power make law States except provide Articles 249 250 regulate States Parliament law  resolution effect pass House Legislatures States  shall lawful Parliament pass Act regulating matter accordingly  Act pass shall apply States State adopt afterwards resolution pass behalf House or  two Houses  Houses Legislature State ( 2 ) Act pass Parliament may amend repeal Act Parliament passed adopt like manner shall not  respect State apply  amend repeal Act Legislature State
Article 253 Indian Constitution,legislation give effect international agreement notwithstanding anything forego provision chapter  Parliament power make law whole part territory India implement treaty  agreement convention country country decision make international conference  association body
Article 254 Indian Constitution,inconsistency law make Parliament law make Legislatures States ( 1 ) provision law make Legislature state repugnant provision law make Parliament Parliament competent enact  provision exist law respect one matter enumerate Concurrent List  then  subject provision clause ( 2 )  law make Parliament  whether pass law make Legislature State  or  case may be  exist law  shall prevail law make Legislature State shall  extent repugnancy  void ( 2 ) law make Legislature State respect one matter enumerate concurrent list contain provision repugnant provision early law make Parliament exist law respect matter  then  law make Legislature State shall  reserved consideration President receive assent  prevail state  provide nothing clause shall prevent Parliament enact time law respect matter include law add to  amend  vary repeal law make Legislature state
Article 255 Indian Constitution,requirement recommendation previous sanction regard matter procedure Act Parliament legislature State provision Act  shall invalid reason recommendation previous sanction require Constitution give  assent Act give ( a ) recommendation require Governor  either Governor President  ( b ) recommendation require Rajpramukh  either Rajpramukh President  ( c ) recommendation previous sanction require President  President CHAPTER II ADMINISTRATIVE relation general
Article 256 Indian Constitution,Obligation States Union executive power every state shall exercise ensure compliance law make Parliament exist law apply State  executive power Union shall extend give direction State may appear Government India necessary purpose
Article 257 Indian Constitution,Control Union States certain case ( 1 ) executive power every state shall exercise impede prejudice exercise executive power Union  executive power Union shall extend give direction State may appear Government India necessary purpose ( 2 ) executive power Union shall also extend give direction state construction maintenance mean communication declare direction national military importance  provide nothing clause shall take restrict power Parliament declare highway waterway national highway national waterway declare power Union construct maintain mean communication part function respect naval  military air force work ( 3 ) executive power Union shall also extend give direction state measure take protection railway within State ( 4 ) carry direction give State clause ( 2 ) construction maintenance mean communication clause ( 3 ) measure take protection railway  cost incur excess would incur discharge normal duty state direction give  shall pay Government India State sum may agree  or  default agreement  may determine arbitrator appoint Chief Justice India  respect extra cost incur State
Article 257A Indian Constitution,Assistance States deployment armed force force Union omit
Article 258 Indian Constitution,Power Union confer power  etc  States certain case ( 1 ) notwithstanding anything Constitution  President may  consent Governor State  entrust either conditionally unconditionally Government officer function relation matter executive power Union extend ( 2 ) law make Parliament apply State may  notwithstanding relate matter respect Legislature State power make law  confer power impose duty  authorise confer power imposition duty  upon State officer authority thereof ( 3 ) virtue article power duty confer impose upon State officer authority thereof  shall pay Government India State sum may agree  or  default agreement  may determine arbitrator appoint Chief Justice India  respect extra cost administration incur State connection exercise power duty
Article 258A Indian Constitution,Power States entrust function Union Notwithstanding anything Constitution  Governor State may  consent Governor India  entrust either conditionally unconditionally Government officer function relation matter executive power State extend
Article 259 Indian Constitution,Armed Forces States Part B first Schedule Rep Constitution ( Seventh Amendment ) Act  1956  29 schedule
Article 260 Indian Constitution,Jurisdiction Union relation territory outside India Government India may agreement Government territory part territory India undertake executive  legislative judicial function vest Government territory  every agreement shall subject to  govern by  law relate exercise foreign jurisdiction time force
Article 261 Indian Constitution,public act  record judicial proceeding full faith credit shall give throughout territory India public act  record judicial proceeding Union every State ( 2 ) manner condition act  record proceeding refer clause ( 1 ) shall prove effect thereof determine shall provide law make Parliament ( 3 ) final judgment order deliver pass civil court part territory India shall capable execution anywhere within territory accord law dispute relate water
Article 262 Indian Constitution,adjudication dispute relate water inter State river river valley ( 1 ) Parliament may law provide adjudication dispute complaint respect use  distribution control water of  in  inter State river river valley ( 2 ) notwithstanding anything Constitution  Parliament may law provide neither Supreme Court court shall exercise jurisdiction respect dispute complaint refer clause ( 1 ) Co ordination state
